Activity,Indicator Group,Life Course,Indicator,Specific Measure,Data Breakdowns,Strata,CV,Data,CI_low_95,CI_Upper_95,CV_Interpretation,CV Range Lower,CV Range Upper,Feature Data,Population 1,Unit Label Long,Data Source 1,Notes,PT Table Label,Unit Label 2,Data Source 2,Specific Measure 2,Defintion,Data Source 3,Data Available,Population 2,Estimate Calculation,Additional Remarks,Include_DT,Other DT Display
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Highest level of education — respondent,High school graduate,2.4,78.2,74.5,81.8,3,16.6,33.3,,"aged 18+ years, by highest level of education (respondent), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Highest level of education — respondent,Other post-secondary,3.5,84.3,78.5,90.1,3,16.6,33.3,,"aged 18+ years, by highest level of education (respondent), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Highest level of education — respondent,Post-secondary graduate,1.4,79.6,77.5,81.8,3,16.6,33.3,,"aged 18+ years, by highest level of education (respondent), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Total population,1.1,78.2,76.4,79.9,3,16.6,33.3,1,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Professional,2.9,79.9,75.4,84.4,3,16.6,33.3,,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Manager,3.8,81.5,75.3,87.6,3,16.6,33.3,,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Skilled-technical-supervisor,2.6,76.7,72.7,80.6,3,16.6,33.3,,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Semi-skilled,2.9,76.8,72.5,81.2,3,16.6,33.3,,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Occupational level,Unskilled,2.5,85.1,81,89.2,3,16.6,33.3,,"aged 18+ years, by occupational level, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Total population,1.1,78.2,76.4,79.9,3,16.6,33.3,1,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,White,1.4,75.6,73.6,77.7,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Black,11.6,81.5,62.9,100,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,East/Southeast Asian,3.9,88,81.3,94.7,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,South Asian,3.8,91.6,84.8,98.5,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,West Asian or Arab,7.7,86.3,73.2,99.4,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Latin American,3,96.6,90.9,100,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Aboriginal,6.5,67.3,58.8,75.9,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Other,2.2,95.3,91.2,99.5,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
Physical Activity,Built/society environment,Adults (18+ years),Presence of active transport infrastructure,Percentage (%) of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),Ethnicity,Not stated,4.5,84.9,77.5,92.4,3,16.6,33.3,,"aged 18+ years, by ethnicity, Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),% of adults who report their community has infrastructure that supports walking or biking (well-maintained sidewalks or designated bike areas for biking),"For this indicator, the presence of active transportation infrastructure was determined based on an individual’s response to three separate questions. Respondents who said that they ""strongly agree"" or ""somewhat agree"" to BOTH of the following statements: ""There are sidewalks on most of the streets in my neighbourhood."" and ""The sidewalks in my neighbourhood are well maintained (paved, with few cracks) and not obstructed."" and who said that they ""strongly agree"" or ""somewhat agree"" to the statement ""In or near my neighbourhood, there are designated areas for bicycling such as special bicycle lanes, separate paths or trails, shared use paths for bicycles and pedestrians."" were deemed to have active transportation infrastructure.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (≥ 5 year, ≥ 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who report that their neighbourhood either has sidewalks and designated areas for cycling. Denominator: Total population, aged 18+ years.",,Y,
