Activity,Indicator Group,Life Course,Indicator,Specific Measure 1,Data Breakdowns,Disaggregation,nObs,CV_1,StError,Data,CI_low_95,CI_Upper_95,CV_Interpretation,CV Range 1,CV Range 2,Display Data,Population 1,Unit Label 1,Data Source 1,Notes,PT Table Label,Unit Label 2,Data Source 2,Specific Measure 2,Defintion,Data Source 3,Data Available,Population 2,Estimate Calculation,Additional Remarks,Include_DT,Other DT Display,2019 Updates (Y)
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,25-29,1855340.67,2.7,2.2303,82.3,77.9,86.7,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,30-34,1741742.83,3.6,2.9128,80.5,74.8,86.3,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,35-39,1930682.32,3.1,2.6037,83.2,78.1,88.3,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,40-44,1758184.84,3.4,2.6589,78.7,73.4,83.9,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,45-49,2108747.23,3.4,2.7804,81.9,76.5,87.4,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,50-54,1844517.53,4.0,2.9720,75.1,69.3,80.9,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,55-59,1729352.54,3.9,2.7702,70.9,65.5,76.3,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,60-64,1441510.41,2.7,1.9851,74.7,70.8,78.6,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,65-69,1136867.44,3.8,2.7254,72.3,67.0,77.7,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,70-74,718074.43,4.8,3.2500,67.2,60.8,73.5,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,75-79,515448.79,5.3,3.7296,70.5,63.2,77.8,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,80-84,406903.08,4.3,3.4199,79.5,72.8,86.3,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — 5 year,85+,244756.97,7.1,4.9051,69.3,59.7,79.0,3,16.6,33.3,,"aged 18+ years, by age group (5 year), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — life-course,Total population,20067102.67,1.2,0.9022,78.1,76.3,79.9,3,16.6,33.3,1,"aged 18+ years, by age group (life-course), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — life-course,18-34,6232057.09,1.7,1.4098,83.1,80.3,85.8,3,16.6,33.3,,"aged 18+ years, by age group (life-course), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — life-course,35-49,5797614.39,1.9,1.5778,81.3,78.2,84.4,3,16.6,33.3,,"aged 18+ years, by age group (life-course), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — life-course,50-64,5015380.48,2.2,1.6118,73.5,70.3,76.6,3,16.6,33.3,,"aged 18+ years, by age group (life-course), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
Physical Activity,Built/society environment,Adults (18+ years),Presence of parks and recreation facilities,"Percentage (%) of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.",Age group — life-course,65+,3022050.71,2.2,1.5817,71.3,68.2,74.4,3,16.6,33.3,,"aged 18+ years, by age group (life-course), Canada, 2011",Percentage (%),Canadian Community Health Survey 2011 Rapid Response,Estimates for this indicator exclude the territories.,,%,CCHS RR (2011),"% of adults that ""somewhat agree"" or ""strongly agree"" that their neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc.","For this indicator, the presence of parks and recreation facilities was determined based on an individual’s response of “somewhat agree” and “strongly agree” to the following statement: “My neighbourhood has several free or low cost recreation facilities, such as parks, walking trails, bike paths, recreation centres, playgrounds or public swimming pools.” Options for response were “strongly agree”, “somewhat agree”, “somewhat disagree”, and “strongly disagree”.","Canadian Community Health Survey (CCHS) Rapid Response 2011, Statistics Canada","Sex, age group (5 year, life course), province (crude), population centre/rural area, highest level of education (household, respondent), household income adequacy, occupation level, ethnicity, Indigenous (Aboriginal) status, immigrant status, and time since immigration (? 5 year, ? 10 year)",Population aged 18+ years,"Numerator: Number of adults aged 18+ years who “strongly agree” or “somewhat agree” that their neighbourhood has several free or low cost recreation facilities. Denominator: Total population, aged 18+ years.",,Y,,
